company_id,main_type,sub_type,short_name,trading_date,price_high,price_low,close_price,open_price,trade_volume,share_volume,turnover,return_1d,return_5d,return_20d,sma_10,sma_20,sma_50,close_sma10_ratio,close_sma20_ratio,close_sma50_ratio,rsi_14,macd,macd_signal,macd_histogram,volatility_20,volume_ratio,turnover_ratio,trade_volume_ratio,future_return_30,target_up
LLUB,N,0.0,CHEVRON,2021-03-23,90.6,88.3,89.9,89.9,139,28196.0,2514575.3,0.0011135857461026,-0.0260021668472372,-0.135576923076923,91.36,95.01,103.236,0.9840192644483364,0.9462161877697084,0.8708202564996707,35.81185747295258,-4.021828984808764,-3.735478619670096,-0.2863503651386674,0.0203179934044113,0.146915457959284,0.1429581232617524,0.6285326701333936,0.343159065628476,1
JKH,N,0.0,JKH,2021-03-23,153.0,149.5,150.0,150.0,164,2867018.0,430069277.5,0.0,0.0101010101010101,-0.0625,148.95,150.3625,155.511,1.0070493454179257,0.997589159531133,0.9645619923992516,46.36999695750157,-1.850550366535828,-2.028176191247757,0.1776258247119293,0.0123470630042646,2.9694323867753063,2.9518290451160314,0.8208208208208208,0.0466666666666666,1
LIOC,N,0.0,LANKA IOC,2021-03-23,19.5,19.0,19.4,19.4,37,31948.0,611563.2,-0.0051282051282052,-0.03,-0.1181818181818182,19.89,20.42,22.842,0.9753645047762692,0.950048971596474,0.8493126696436389,39.72213953666918,-0.870439228445818,-0.8526947428768331,-0.0177444855689848,0.0199358028191304,0.4342563387384301,0.4057449619246879,0.6721162579473207,2.474226804123712,1
COMB,N,0.0,COMMERCIAL BANK,2021-03-23,87.7,85.7,87.2,87.2,95,36693.0,3171321.5,0.0092592592592593,0.0,-0.031111111111111,86.78999999999999,86.66,88.853,1.0047240465491418,1.0062312485575815,0.981396238731388,49.5720175496092,-0.5513068903749172,-0.6724484156608845,0.1211415252859673,0.017539485022212,0.0565965226910132,0.0565668996936873,0.4396112910689496,-0.0768348623853211,0
CCS,N,0.0,COLD STORES,2021-03-23,610.5,600.0,601.25,601.25,32,1697.0,1022519.75,-0.0195678760701182,-0.0627435697583788,-0.0924528301886792,621.2,629.15,668.1569999999999,0.9678847392144236,0.9556544544226336,0.8998633554688494,31.16158888671363,-15.84359066476202,-15.590092463311048,-0.2534982014509701,0.0187154380042442,0.1205063111363596,0.1183182246651066,1.350210970464135,-0.0228690228690228,0
JKH,N,0.0,JKH,2021-03-24,150.5,148.0,150.0,150.0,201,1234098.0,185087043.75,0.0,0.0067114093959732,-0.0384615384615384,148.95,150.0625,155.515,1.0070493454179257,0.9995835068721366,0.9645371829084012,46.36999695727432,-1.6852869135683193,-1.9595983357118691,0.2743114221435501,0.0112337107188893,1.2068911729767031,1.2001637726431025,0.9840881272949816,0.035,1
COMB,N,0.0,COMMERCIAL BANK,2021-03-24,90.0,87.0,89.6,89.6,158,165842.0,14743793.0,0.0275229357798163,0.041860465116279,0.0067415730337077,86.94,86.69,88.985,1.0305958132045088,1.0335678855692698,1.0069112771815474,56.54778769963156,-0.2806060073587275,-0.5940799340004531,0.3134739266417256,0.0185177633321965,0.2780726964208465,0.2869478970141239,0.7388356324526537,-0.1093749999999999,0
LLUB,N,0.0,CHEVRON,2021-03-24,91.0,88.9,90.0,90.0,220,168453.0,15152960.1,0.0011123470522802,-0.0174672489082968,-0.1262135922330097,90.88,94.36,102.808,0.9903169014084507,0.953793980500212,0.8754182553886858,36.11109585080833,-3.8952409733740296,-3.767431090410883,-0.1278098829631466,0.0203884986723742,0.8445317231449209,0.8300061010169094,0.9611183923110528,0.2916666666666667,1
LIOC,N,0.0,LANKA IOC,2021-03-24,19.8,19.2,19.6,19.6,66,118966.0,2327623.8,0.0103092783505156,-0.01010101010101,-0.0798122065727698,19.76,20.335,22.758,0.9919028340080972,0.963855421686747,0.8612356094560157,41.75540405826552,-0.8363045188521383,-0.8494166980718942,0.0131121792197559,0.0192883173082709,1.5556937336662684,1.4927786800137532,1.2301957129543335,2.3571428571428568,1
CONN,N,0.0,AMAYA LEISURE,2021-03-24,19.3,17.6,18.5,18.5,17,2050.0,37892.4,0.0755813953488373,0.0277777777777776,-0.0263157894736841,17.68,17.85,29.774,1.0463800904977376,1.0364145658263304,0.621347484382347,33.258640075090824,-3.186175280879226,-4.041162043300906,0.8549867624216798,0.036133044412962,0.4197379197379197,0.4313891615812685,1.2734082397003743,0.1621621621621621,1
CCS,N,0.0,COLD STORES,2021-03-24,625.0,606.0,606.25,606.25,5,138.0,83656.0,0.0083160083160083,-0.018615944961554,-0.0849056603773584,619.225,626.3375,666.148,0.97904638863095,0.9679286327259664,0.9100830446087056,34.50920231335937,-15.886686921977002,-15.64941135504424,-0.2372755669327624,0.0189159863889798,0.0097961617502475,0.0096768206254995,0.2096436058700209,-0.0136082474226804,0
JKH,N,0.0,JKH,2021-03-25,151.0,148.75,149.25,149.25,98,493623.0,73786072.75,-0.005,0.008445945945946,-0.0132231404958678,149.025,149.9625,155.53,1.0015098137896326,0.9952488122030508,0.9596219378897962,44.60445811169032,-1.596430511231148,-1.8869647708157251,0.2905342595845774,0.009060777218882,0.4816409061120613,0.477544883093683,0.5008944543828264,0.0485762144053601,1
COMB,N,0.0,COMMERCIAL BANK,2021-03-25,89.9,88.0,89.1,89.1,131,53513.0,4767019.0,-0.005580357142857,0.0384615384615383,0.0360465116279069,87.24,86.845,89.11300000000001,1.021320495185695,1.025965801139962,0.9998541178054828,54.84560623667819,-0.105206671578415,-0.4963052815160455,0.3910986099376305,0.0167686925242518,0.1063357322278163,0.1102474057003973,0.6292026897214218,-0.1032547699214364,0
CCS,N,0.0,COLD STORES,2021-03-25,625.0,606.25,606.25,606.25,7,46.0,28512.5,0.0,-0.0221774193548387,-0.0519937451133698,617.925,624.675,664.135,0.9811061212930372,0.9705046624244608,0.9128415156557026,34.50920231332323,-15.739406930655605,-15.667410470166514,-0.0719964604890908,0.0175145367881842,0.003285315354564,0.0033191925689375,0.319634703196347,-0.0136082474226804,0
LIOC,N,0.0,LANKA IOC,2021-03-25,19.8,18.6,19.0,19.0,99,376676.0,7297228.9,-0.0306122448979592,-0.0256410256410256,-0.0909090909090908,19.63,20.24,22.676,0.967906265919511,0.9387351778656126,0.8378902804727466,37.65212133405179,-0.8478935125453866,-0.8491120609665928,0.0012185484212061,0.0199369265525127,4.407536466585071,4.231286864825568,1.836734693877551,2.378947368421053,1
CONN,N,0.0,AMAYA LEISURE,2021-03-25,19.0,18.2,18.3,18.3,14,9905.0,181353.5,-0.0108108108108108,0.0280898876404493,0.0223463687150839,17.77,17.869999999999997,29.322,1.0298255486775465,1.0240626748740909,0.6241047677511766,32.54041545588127,-2.9333666532445903,-3.819602965289643,0.8862363120450527,0.0336600201535416,2.127979547334386,2.164529729632956,1.1244979919678717,0.1475409836065573,1
LLUB,N,0.0,CHEVRON,2021-03-25,91.8,89.0,89.4,89.4,158,51978.0,4687674.8,-0.0066666666666665,0.0033670033670034,-0.0896130346232179,90.49,93.92,102.362,0.9879544701071944,0.9518739352640544,0.8733709775111859,35.05512970268892,-3.7995353692770095,-3.773851946184109,-0.025683423092901,0.0180820284582526,0.2735970767464592,0.2712678651312429,0.7193262007739586,0.3366890380313198,1
COMB,N,0.0,COMMERCIAL BANK,2021-03-26,89.9,87.5,88.6,88.6,192,290410.0,25705962.2,-0.0056116722783389,0.0242774566473988,0.0423529411764704,87.41,87.025,89.237,1.013614002974488,1.0180982476299911,0.992861705346437,53.12349361622383,-0.0064726430145896,-0.3983387538157543,0.3918661108011647,0.0165658982039018,0.951254316978535,0.9714842076640756,0.9694521585458216,-0.0981941309255077,0
LLUB,N,0.0,CHEVRON,2021-03-26,91.0,89.4,89.9,89.9,145,534140.0,47221326.3,0.005592841163311,0.0345224395857306,-0.1001001001001,90.18,93.42,101.905,0.996895098691506,0.9623207022050956,0.8821942004808401,36.71589181828283,-3.641366757870202,-3.747354908521327,0.1059881506511253,0.017518154203752,2.4912136609586653,2.4322623257530345,0.6666666666666666,0.3626251390433814,1
LIOC,N,0.0,LANKA IOC,2021-03-26,19.5,19.0,19.0,19.0,48,208063.0,3960827.4,0.0,-0.0052356020942408,-0.054726368159204,19.49,20.185,22.576,0.974858902001026,0.9412930393856824,0.8416017009213324,37.65212133338767,-0.8473106043273262,-0.8487517696387394,0.0014411653114132,0.0183004778140364,2.5404285064544587,2.412946195299883,0.9356725146198832,2.478947368421052,1
JKH,N,0.0,JKH,2021-03-26,150.0,148.25,149.0,149.0,42,451129.0,67513340.5,-0.0016750418760469,0.0084602368866328,-0.0197368421052631,148.95,149.8125,155.53,1.000335683115139,0.9945765540258656,0.9580145309586576,44.00302658801433,-1.5285637514373036,-1.8152845669400413,0.2867208155027376,0.0089665034226585,0.4431485591721483,0.4400562469910358,0.2203567681007345,0.0536912751677852,1
CONN,N,0.0,AMAYA LEISURE,2021-03-26,18.5,17.6,18.2,18.2,4,299.0,5450.6,-0.005464480874317,0.058139534883721,-0.0162162162162162,17.830000000000002,17.854999999999997,28.868,1.0207515423443634,1.0193223186782416,0.6304558680892337,32.16638008130825,-2.709845743807257,-3.5976515209931663,0.8878057771859091,0.0328359976007317,0.0723515462420752,0.0739987509842787,0.358744394618834,0.2032967032967032,1
LLUB,N,0.0,CHEVRON,2021-03-29,90.0,89.0,89.5,89.5,138,59459.0,5315560.5,-0.0044493882091213,-0.0033407572383072,-0.1182266009852216,89.84,92.82,101.46,0.9962154942119325,0.9642318465847878,0.8821210329193772,35.92443505742838,-3.507857255966073,-3.699455378010277,0.191598122044204,0.0168020185197935,0.2776010125650886,0.2746043818685068,0.63682510383018,0.38268156424581,1
COMB,N,0.0,COMMERCIAL BANK,2021-03-29,92.5,88.8,90.8,90.8,362,5840761.0,515015045.3,0.0248306997742664,0.0509259259259258,0.0225225225225225,87.72,87.125,89.40700000000001,1.035111719106247,1.042180774748924,1.0155804355363671,59.19468352987509,0.2464554151823108,-0.2693799200161413,0.5158353351984521,0.0143270146126217,10.513715280684124,10.620598024894026,1.8795430944963656,-0.1299559471365638,0
CONN,N,0.0,AMAYA LEISURE,2021-03-29,18.0,17.6,18.0,18.0,20,3469.0,61790.4,-0.0109890109890109,0.0526315789473683,-0.0769230769230768,17.830000000000002,17.779999999999998,28.418000000000003,1.0095344924284912,1.0123734533183353,0.6334013653318319,31.389264873653676,-2.5197955071391758,-3.382080318222368,0.8622848110831929,0.0302917693281186,0.8065753679462438,0.8061659619990255,1.6597510373443982,0.2222222222222222,1
LIOC,N,0.0,LANKA IOC,2021-03-29,19.8,18.9,19.0,19.0,44,68588.0,1307541.7,0.0,-0.0256410256410256,-0.0776699029126214,19.39,20.105,22.476,0.9798865394533264,0.9450385476249687,0.8453461470012458,37.65212133267248,-0.8371979485516157,-0.8464410054213147,0.009243056869699,0.0171396329121366,0.864741376919217,0.8261572308724645,0.8576998050682262,2.4473684210526314,1
CCS,N,0.0,COLD STORES,2021-03-29,625.0,622.0,606.25,606.25,7,45.0,28114.75,0.0,-0.008585445625511,-0.0531042561499414,616.55,622.975,662.24,0.9832941367285704,0.9731530157710984,0.9154536119835708,34.50920231328429,-15.444650163316624,-15.622858408796535,0.1782082454799116,0.0175034834059093,0.0032270324926316,0.0032868632325391,0.3255813953488372,-0.019381443298969,0
JKH,N,0.0,JKH,2021-03-29,150.0,148.25,149.5,149.5,80,985466.0,147186550.5,0.0033557046979866,-0.0033333333333332,-0.0180623973727421,149.1,149.675,155.425,1.0026827632461437,0.9988308000668114,0.9618787196396976,45.58337979914712,-1.418086218818928,-1.7358448973158187,0.3177586784968906,0.0090007379322778,0.9854191433197352,0.9779190212638532,0.4356112169888374,0.0468227424749163,1
CONN,N,0.0,AMAYA LEISURE,2021-03-30,18.5,18.0,18.0,18.0,5,1600.0,28850.0,0.0,0.0465116279069768,-0.0769230769230768,17.830000000000002,17.705,27.958,1.0095344924284912,1.016661959898334,0.6438228771729022,31.389264873245335,-2.3421801307509185,-3.1741002807280787,0.8319201499771602,0.0302917693281186,0.3652634462606155,0.3694937979793619,0.4081632653061224,0.2222222222222222,1
COMB,N,0.0,COMMERCIAL BANK,2021-03-30,91.0,90.0,90.2,90.2,399,909770.0,82150501.0,-0.0066079295154184,0.0344036697247707,0.0215175537938845,88.02000000000001,87.22,89.571,1.0247670983867303,1.0341664755789957,1.0070223621484633,57.025477684002205,0.3939465671578404,-0.1367146225813449,0.5306611897391853,0.0143532215419845,1.5875460253895337,1.6392829960144646,2.008052340211374,-0.1119733924611974,0
CCS,N,0.0,COLD STORES,2021-03-30,623.0,615.0,606.25,606.25,2,21.0,12923.0,0.0,-0.0114145943742356,-0.0640679274411424,613.025,620.9,660.385,0.9889482484401126,0.9764052182315992,0.918025091423942,34.50920231324238,-15.037707964822289,-15.505828320001688,0.4681203551793977,0.0171932949059229,0.0015070995152163,0.0015120398085694,0.0943396226415094,-0.0235051546391752,0
LLUB,N,0.0,CHEVRON,2021-03-30,91.5,89.5,89.8,89.8,112,65893.0,5923963.5,0.0033519553072625,-0.0011123470522803,-0.1002004008016032,89.59,92.32,101.011,1.0023440116084383,0.9727036395147314,0.8890120877924186,37.02095151201325,-3.339348589164061,-3.627434020241034,0.2880854310769729,0.016734915918733,0.3127102950988962,0.3121713723450492,0.5440854991498664,0.361358574610245,1
LIOC,N,0.0,LANKA IOC,2021-03-30,19.5,18.9,18.9,18.9,69,197842.0,3751387.0,-0.0052631578947369,-0.0257731958762886,-0.1209302325581396,19.28,19.975,22.374,0.9802904564315352,0.946182728410513,0.8447304907481897,36.8973477342022,-0.8277114182595113,-0.8426950879889541,0.0149836697294427,0.0129762923383974,2.495920389724996,2.409489720218893,1.332046332046332,2.4391534391534395,1
JKH,N,0.0,JKH,2021-03-30,150.0,149.25,150.0,150.0,82,1211169.0,181654211.75,0.0033444816053511,0.0,-0.0228013029315961,149.25,149.5,155.415,1.0050251256281406,1.0033444816053512,0.9651578033008398,47.18848290698898,-1.2754831807980338,-1.643772554012262,0.368289373214228,0.0088059743397497,1.4282789729477368,1.430769142058996,0.4555555555555555,0.0633333333333333,1
JKH,N,0.0,JKH,2021-03-31,150.0,148.25,148.5,148.5,95,88283.0,13149503.5,-0.01,-0.01,-0.0357142857142857,149.2,149.225,155.315,0.9953083109919572,0.9951415647512146,0.9561214306409554,43.08283602902209,-1.2688798526529013,-1.5687940137403895,0.2999141610874885,0.0089571533051958,0.1045934240600299,0.1040939411530408,0.5507246376811594,0.0622895622895622,1
LIOC,N,0.0,LANKA IOC,2021-03-31,19.0,18.8,19.0,19.0,36,11598.0,219936.0,0.0052910052910053,-0.0306122448979592,-0.1121495327102802,19.2,19.855,22.274,0.9895833333333334,0.9569377990430622,0.8530124809194576,38.230819345128346,-0.8028691347741415,-0.8347298973459916,0.0318607625718501,0.0132324352103774,0.1495056760723242,0.1447545176008775,0.6983511154219205,2.3947368421052637,1
CONN,N,0.0,AMAYA LEISURE,2021-03-31,18.9,17.2,17.8,17.8,18,2952.0,52548.1,-0.011111111111111,-0.0378378378378377,0.0056497175141243,17.81,17.71,27.498,0.999438517686693,1.005081874647092,0.6473198050767328,30.533740099780506,-2.1922856890706512,-2.977737362396593,0.7854516733259422,0.0221051988710681,0.7225995961079493,0.7232023042017234,1.512605042016807,0.2415730337078652,1
CCS,N,0.0,COLD STORES,2021-03-31,622.0,620.0,621.75,621.75,5,219.0,136180.0,0.0255670103092784,0.0340956340956339,-0.0311647837943124,611.05,619.9,658.875,1.0175108419932903,1.0029843523148896,0.9436539556061468,45.55004909923794,-13.311041479223377,-15.066870951846024,1.755829472622647,0.0182730724154633,0.0157741771677789,0.0159953171941183,0.2421307506053269,-0.0381986328910333,0
COMB,N,0.0,COMMERCIAL BANK,2021-03-31,88.0,85.1,85.5,85.5,391,172363.0,14849779.6,-0.0521064301552106,-0.0457589285714284,-0.0149769585253456,87.97,87.155,89.641,0.9719222462203024,0.98101084275142,0.9538046206534956,43.55963382755253,0.1300841185100978,-0.0833548743630564,0.2134389928731542,0.0182969306187362,0.2997624429205181,0.2953782190826666,1.8985190580237925,-0.039766081871345,0
LLUB,N,0.0,CHEVRON,2021-03-31,90.0,89.9,90.0,90.0,57,40389.0,3634421.0,0.0022271714922048,0.0,-0.0918264379414731,89.43,91.865,100.581,1.0063737001006372,0.979698470581832,0.894801204998956,37.78533083320657,-3.153316458887133,-3.532610507970253,0.3792940490831205,0.0168076450209651,0.1919554009883167,0.192019781346821,0.2856426960661488,0.3666666666666666,1
LIOC,N,0.0,LANKA IOC,2022-01-03,76.9,72.8,73.7,73.4,964,1786792.0,132930714.1,2.878947368421053,2.878947368421053,2.509523809523809,24.62,22.49,23.232000000000003,2.993501218521528,3.277012005335705,3.1723484848484844,95.40689696353074,3.5892764620850457,0.0500713745402159,3.53920508754483,0.6450369169961297,10.76776405787669,16.319888598310918,9.953536396489415,-0.1383989145183175,0
CONN,N,0.0,HAYLEYS LEISURE,2022-01-03,22.8,22.5,22.7,22.5,12,6712.0,152383.8,0.2752808988764044,0.2404371584699451,0.2752808988764044,18.3,17.955,27.152,1.2404371584699452,1.2642717905875802,0.8360341779611078,59.59199861244542,-1.6589805203573815,-2.7139859939887514,1.0550054736313697,0.0653423798504776,1.7417479759186216,2.1728725241645472,1.0300429184549356,-0.0528634361233479,0
COMB,N,0.0,COMMERCIAL BANK,2022-01-03,80.9,79.1,80.2,79.1,250,793611.0,63577848.4,-0.0619883040935672,-0.0998877665544331,-0.0652680652680651,87.41,86.875,89.559,0.91751515844869,0.9231654676258992,0.8954990564879018,33.85202982177147,-0.5009201830630303,-0.1668679361030512,-0.3340522469599791,0.0228073796029081,1.3136816825883806,1.2099937293511742,1.223391240518718,0.0174563591022442,1
JKH,N,0.0,JKH,2022-01-03,153.25,149.0,152.75,149.0,321,799594.0,121924661.25,0.0286195286195285,0.0234505862646565,0.0065897858319605,149.675,149.275,155.17,1.020544513111742,1.023279182716463,0.9844042018431398,55.02317654484458,-0.910214796668498,-1.4370781703260116,0.5268633736575135,0.0107368473390337,0.9162764450613607,0.9329423384658828,1.811001410437236,0.0163666121112929,1
LLUB,N,0.0,CHEVRON,2022-01-03,114.0,112.75,113.0,114.0,179,86575.0,9806033.75,0.2555555555555555,0.2639821029082774,0.1649484536082475,91.82,92.665,100.586,1.2306686996297105,1.2194463929207362,1.123416777682779,75.14520978397216,-1.136871724808188,-3.0534627513378405,1.9165910265296529,0.0602549643852755,0.4129475944103375,0.5182261160437321,0.9284232365145229,0.0619469026548672,1
CCS,N,0.0,COLD STORES,2022-01-03,530.0,527.25,528.25,528.0,27,1797.0,950221.0,-0.1503819863289103,-0.128659793814433,-0.1771806853582554,602.1,614.2125,655.445,0.8773459558212922,0.860044365752895,0.8059410019147296,21.74036769710584,-19.265236779916904,-15.906544117460202,-3.3586926624567024,0.0379703729796601,0.1296831530975654,0.111966065652474,1.2826603325415675,0.133932796971131,1
LLUB,N,0.0,CHEVRON,2022-01-04,114.0,113.0,113.25,113.0,168,123123.0,13989091.0,0.002212389380531,0.2597330367074526,0.1946202531645569,94.455,93.5875,100.616,1.1989836430046052,1.2100975023373848,1.125566510296573,75.31870101668608,0.4758627161346709,-2.3475976578433384,2.8234603739780093,0.0598180031423004,0.5873250220026857,0.7349963160256888,0.8981555733761026,0.0331125827814569,1
LIOC,N,0.0,LANKA IOC,2022-01-04,74.5,70.5,71.0,73.8,1017,1784968.0,128119443.4,-0.0366350067842605,2.736842105263158,2.380952380952381,29.81,24.99,24.092,2.381751090238175,2.8411364545818327,2.947036360617632,90.93261529002132,6.774128123874036,1.39488272440698,5.379245399467056,0.6455043737646932,7.016875987564379,8.814910617360617,6.965753424657534,-0.1816901408450704,0
JKH,N,0.0,JKH,2022-01-04,153.25,149.0,149.5,152.0,177,317312.0,47828319.5,-0.0212765957446808,0.0033557046979866,0.0084317032040472,149.85,149.3375,154.935,0.9976643309976644,1.001088139281828,0.9649207732274824,46.91752916086285,-0.8780958519893431,-1.325281706658678,0.4471858546693348,0.0105369587380073,0.3939819759752097,0.3965854054295111,1.0545129579982129,0.0033444816053511,1
CONN,N,0.0,HAYLEYS LEISURE,2022-01-04,23.0,22.6,22.6,23.0,15,10714.0,243759.5,-0.0044052863436122,0.2417582417582418,0.2914285714285716,18.84,18.21,26.78,1.199575371549894,1.2410763316858868,0.8439133681852129,59.04912623340415,-1.230220282529526,-2.4172328516969066,1.1870125691673803,0.065091923063484,3.091706585098401,3.692379165825973,1.357466063348416,-0.0486725663716814,0
CCS,N,0.0,COLD STORES,2022-01-04,535.0,527.0,528.25,527.0,49,7285.0,3858759.0,0.0,-0.128659793814433,-0.1771806853582554,592.925,608.525,652.1,0.8909221233714214,0.8680826588882955,0.8100751418494095,21.740367697092765,-23.71065775020486,-17.467366844009135,-6.243290906195725,0.0379703729796601,0.5123174187922389,0.4446225868862128,2.103004291845493,0.0955986748698533,1
COMB,N,0.0,COMMERCIAL BANK,2022-01-04,80.2,79.5,79.8,80.2,174,280398.0,22368307.5,-0.0049875311720698,-0.0993227990970654,-0.055621301775148,86.74,86.64,89.381,0.9199907770348168,0.9210526315789472,0.8928071961602577,33.2497681049493,-1.021497112408781,-0.3377937713641972,-0.6837033410445839,0.0226377121056083,0.512714786560377,0.46959080657297,0.8734939759036146,0.0037593984962405,1
JKH,N,0.0,JKH,2022-01-05,151.75,147.0,150.75,147.0,232,1557752.0,234256848.25,0.008361204013378,0.008361204013378,0.0134453781512604,149.925,149.4375,154.745,1.0055027513756878,1.0087829360100375,0.9741833338718536,49.97021438837289,-0.7432095465912596,-1.2088672746451945,0.4656577280539347,0.0106674602916677,1.8666853444807447,1.8731776862830904,1.417226634086744,-0.0049751243781094,0
CCS,N,0.0,COLD STORES,2022-01-05,535.0,528.0,533.0,530.0,40,5375.0,2853018.5,0.0089919545669663,-0.1208247422680411,-0.1609602518693428,585.075,603.4125,648.55,0.91099431696791,0.8833095104924077,0.821833320484157,24.07856162129445,-26.544413122935225,-19.282776099794354,-7.261637023140871,0.0381783291382501,0.3716366879738368,0.3240152752848096,1.6427104722792607,0.0863039399624765,1
LIOC,N,0.0,LANKA IOC,2022-01-05,72.9,68.9,69.6,71.0,1312,2315654.0,161901811.1,-0.019718309859155,2.663157894736842,2.346153846153846,34.82,27.43,24.918,1.998851234922458,2.537367845424717,2.7931615699494343,88.61209427427352,9.080503321869692,2.9320068438995226,6.14849647797017,0.6456303488772418,6.317192259573913,7.178265245184313,6.259541984732825,-0.1494252873563217,0
CONN,N,0.0,HAYLEYS LEISURE,2022-01-05,23.0,22.0,22.2,22.6,47,49087.0,1110547.2,-0.0176991150442479,0.2333333333333334,0.2982456140350875,19.35,18.465,26.382,1.1472868217054262,1.2022745735174654,0.8414828292017285,56.81940213065229,-0.9121862468236016,-2.116223530722245,1.2040372838986435,0.0649457075001035,8.986013986013985,9.774524807094464,3.9166666666666665,-0.054054054054054,0
COMB,N,0.0,COMMERCIAL BANK,2022-01-05,80.5,79.5,79.8,80.4,167,387793.0,30970594.5,0.0,-0.1211453744493392,-0.0600706713780919,86.08,86.385,89.053,0.9270446096654276,0.9237714881055736,0.8960955835289097,33.24976810479004,-1.4177155372533576,-0.5537781245420292,-0.8639374127113284,0.0225815819250814,0.7069311125305893,0.6494788606059128,0.8668569945497016,0.0150375939849624,1
