COMPANY ID,MAIN TYPE,SUB TYPE,SHORT NAME,TRADING DATE,PRICE HIGH (Rs.),PRICE LOW (Rs.),CLOSE PRICE (Rs.),OPEN PRICE (Rs.),TRADE VOLUME (No.),SHARE VOLUME (No.),TURNOVER (Rs.)
CCS,N,0.0,COLD STORES,2024-06-03,63.9,63.0,63.5,63.0,79,61170.0,3870434.1
CCS,N,0.0,COLD STORES,2024-06-04,64.3,63.1,63.6,63.5,88,216447.0,13731204.2
CCS,N,0.0,COLD STORES,2024-06-05,63.5,63.3,63.4,63.5,67,75906.0,4819571.9
CCS,N,0.0,COLD STORES,2024-06-06,63.5,62.3,62.6,63.4,38,143814.0,9062685.7
CCS,N,0.0,COLD STORES,2024-06-07,63.9,62.0,62.1,62.4,47,51317.0,3185747.5
CCS,N,0.0,COLD STORES,2024-06-10,63.0,61.2,62.7,62.1,36,78709.0,4881572.8
CCS,N,0.0,COLD STORES,2024-06-11,63.0,62.0,62.0,62.0,75,257339.0,15983283.5
CCS,N,0.0,COLD STORES,2024-06-12,62.9,61.6,62.0,62.9,30,20576.0,1277493.8
CCS,N,0.0,COLD STORES,2024-06-13,62.3,61.1,61.3,62.0,42,31563.0,1939486.3
CCS,N,0.0,COLD STORES,2024-06-14,61.9,61.0,61.1,61.0,50,50068.0,3069124.6
CCS,N,0.0,COLD STORES,2024-06-18,62.0,60.8,61.5,62.0,19,6604.0,405164.3
CCS,N,0.0,COLD STORES,2024-06-19,62.0,60.7,61.0,62.0,23,17379.0,1060100.3
CCS,N,0.0,COLD STORES,2024-06-20,61.4,60.2,61.0,61.0,45,11246.0,683507.5
CCS,N,0.0,COLD STORES,2024-06-24,61.4,61.0,61.0,61.4,31,261158.0,15971543.3
CCS,N,0.0,COLD STORES,2024-06-25,61.0,60.5,60.5,60.5,24,80044.0,4871929.7
CCS,N,0.0,COLD STORES,2024-06-26,61.0,60.0,60.6,61.0,62,37717.0,2268027.5
CCS,N,0.0,COLD STORES,2024-06-27,61.0,59.8,60.0,60.5,46,26098.0,1572622.9
CCS,N,0.0,COLD STORES,2024-06-28,60.0,59.0,59.9,60.0,79,134504.0,7954259.8
CCS,N,0.0,COLD STORES,2024-07-01,60.0,58.8,59.0,60.0,53,17500.0,1033988.0
CCS,N,0.0,COLD STORES,2024-07-02,59.8,58.8,59.0,59.8,13,5686.0,336002.5
CCS,N,0.0,COLD STORES,2024-07-03,59.8,59.0,59.5,59.6,32,44786.0,2662044.6
CCS,N,0.0,COLD STORES,2024-07-04,59.8,58.1,58.5,59.8,55,41038.0,2405059.4
CCS,N,0.0,COLD STORES,2024-07-05,59.7,57.5,58.0,58.2,71,139656.0,8137466.8
CCS,N,0.0,COLD STORES,2024-07-08,59.5,56.0,57.0,59.5,76,243123.0,13866921.2
CCS,N,0.0,COLD STORES,2024-07-09,59.5,55.6,56.0,59.5,127,600749.0,33645457.4
CCS,N,0.0,COLD STORES,2024-07-10,58.0,56.0,56.9,56.0,52,44609.0,2510906.8
CCS,N,0.0,COLD STORES,2024-07-11,58.6,56.6,56.6,58.0,22,11038.0,631842.7
CCS,N,0.0,COLD STORES,2024-07-12,57.5,56.1,56.8,56.1,67,94504.0,5311738.7
CCS,N,0.0,COLD STORES,2024-07-15,58.4,56.6,56.9,56.7,20,6980.0,398245.5
CCS,N,0.0,COLD STORES,2024-07-16,58.3,57.0,57.1,58.3,32,7296.0,417058.7
CCS,N,0.0,COLD STORES,2024-07-17,57.9,56.7,56.7,57.9,44,13671.0,777547.3
CCS,N,0.0,COLD STORES,2024-07-18,57.0,56.5,56.5,57.0,27,12034.0,680165.2
CCS,N,0.0,COLD STORES,2024-07-19,56.8,56.0,56.0,56.5,32,11281.0,632446.0
CCS,N,0.0,COLD STORES,2024-07-22,56.4,55.4,55.5,55.9,48,52933.0,2952668.5
CCS,N,0.0,COLD STORES,2024-07-23,57.2,55.4,56.1,55.4,47,207523.0,11614005.1
CCS,N,0.0,COLD STORES,2024-07-24,57.9,56.8,57.5,57.8,33,14523.0,834651.9
CCS,N,0.0,COLD STORES,2024-07-25,58.0,56.0,56.4,58.0,37,31467.0,1779706.3
CCS,N,0.0,COLD STORES,2024-07-26,58.0,56.0,56.1,58.0,41,20597.0,1155755.0
CCS,N,0.0,COLD STORES,2024-07-29,58.0,56.0,56.1,58.0,56,59517.0,3339543.0
CCS,N,0.0,COLD STORES,2024-07-30,58.2,56.0,56.0,57.0,48,44388.0,2518666.9
CCS,N,0.0,COLD STORES,2024-07-31,57.0,56.0,56.0,56.1,35,45005.0,2520672.2
CCS,N,0.0,COLD STORES,2024-08-01,57.2,56.4,56.5,57.2,28,117809.0,6656236.5
CCS,N,0.0,COLD STORES,2024-08-02,57.0,56.5,56.5,57.0,19,4641.0,262270.0
CCS,N,0.0,COLD STORES,2024-08-05,57.0,55.1,55.5,57.0,72,633472.0,35447175.8
CCS,N,0.0,COLD STORES,2024-08-06,57.0,55.0,56.0,55.9,40,326653.0,18288341.5
CCS,N,0.0,COLD STORES,2024-08-07,56.0,55.2,55.4,56.0,30,2405.0,133227.5
CCS,N,0.0,COLD STORES,2024-08-08,55.9,55.2,55.8,55.9,17,2503.0,138497.9
CCS,N,0.0,COLD STORES,2024-08-09,55.9,55.2,55.5,55.9,32,280677.0,15579791.0
CCS,N,0.0,COLD STORES,2024-08-12,55.5,55.2,55.2,55.5,27,9843.0,545605.0
CCS,N,0.0,COLD STORES,2024-08-13,55.6,55.3,55.4,55.5,44,130465.0,7237935.5
CCS,N,0.0,COLD STORES,2024-08-14,58.0,55.2,55.8,55.4,47,61563.0,3437251.9
CCS,N,0.0,COLD STORES,2024-08-15,58.0,56.1,56.3,56.2,38,42107.0,2404090.9
CCS,N,0.0,COLD STORES,2024-08-16,58.0,56.2,56.2,57.0,40,137940.0,7791313.8
CCS,N,0.0,COLD STORES,2024-08-20,57.5,57.0,57.5,57.5,17,25510.0,1462794.5
CCS,N,0.0,COLD STORES,2024-08-21,57.8,56.3,56.5,57.5,36,186561.0,10546088.6
CCS,N,0.0,COLD STORES,2024-08-22,57.5,56.1,56.1,57.5,31,13089.0,735493.8
CCS,N,0.0,COLD STORES,2024-08-23,56.0,54.0,54.1,56.0,115,172792.0,9422880.0
CCS,N,0.0,COLD STORES,2024-08-26,56.0,53.5,53.6,56.0,57,13196.0,713603.9
CCS,N,0.0,COLD STORES,2024-08-27,54.5,52.4,52.5,54.5,123,574337.0,30466654.5
CCS,N,0.0,COLD STORES,2024-08-28,54.5,52.1,52.7,54.5,60,20158.0,1063235.1
CCS,N,0.0,COLD STORES,2024-08-29,53.4,52.0,52.2,52.1,75,69906.0,3663103.4
CCS,N,0.0,COLD STORES,2024-08-30,52.4,51.8,51.9,52.4,44,20814.0,1084560.1
CCS,N,0.0,COLD STORES,2024-09-02,52.4,51.8,51.8,52.4,22,3189.0,165344.7
CCS,N,0.0,COLD STORES,2024-09-03,51.8,50.2,51.5,51.8,63,278651.0,14318961.7
CCS,N,0.0,COLD STORES,2024-09-04,52.5,51.8,52.1,52.5,106,118369.0,6166821.0
CCS,N,0.0,COLD STORES,2024-09-05,52.4,51.2,51.5,52.1,47,82268.0,4241216.2
CCS,N,0.0,COLD STORES,2024-09-06,51.9,51.0,51.2,51.9,45,244089.0,12560146.7
CCS,N,0.0,COLD STORES,2024-09-09,52.4,51.2,51.9,52.4,30,51665.0,2682638.7
CCS,N,0.0,COLD STORES,2024-09-10,52.0,49.5,50.0,51.1,111,78518.0,3934967.6
CCS,N,0.0,COLD STORES,2024-09-11,51.0,49.9,50.0,51.0,75,55941.0,2798419.8
CCS,N,0.0,COLD STORES,2024-09-12,54.9,50.0,51.7,50.4,18,2339.0,122891.6
CCS,N,0.0,COLD STORES,2024-09-13,53.5,51.0,52.3,53.5,17,2424.0,126560.0
CCS,N,0.0,COLD STORES,2024-09-18,52.5,51.5,52.5,51.6,34,11650.0,604855.0
CCS,N,0.0,COLD STORES,2024-09-19,53.5,51.8,51.9,52.5,84,305109.0,15889464.2
CCS,N,0.0,COLD STORES,2024-09-20,53.5,52.5,53.0,53.3,59,62237.0,3296976.0
CCS,N,0.0,COLD STORES,2024-09-23,53.0,51.6,51.9,53.0,106,142507.0,7398259.6
CCS,N,0.0,COLD STORES,2024-09-24,57.8,53.5,57.2,53.5,201,776059.0,42802876.7
CCS,N,0.0,COLD STORES,2024-09-25,59.7,52.4,58.5,58.0,257,623618.0,36505277.0
CCS,N,0.0,COLD STORES,2024-09-26,59.5,57.0,57.6,58.8,167,478427.0,27893858.2
CCS,N,0.0,COLD STORES,2024-09-27,58.1,56.0,58.0,57.9,36,120012.0,6952292.6
CCS,N,0.0,COLD STORES,2024-09-30,58.8,58.0,58.5,58.2,66,136915.0,8008053.0
CCS,N,0.0,COLD STORES,2024-10-01,58.3,57.2,58.1,58.2,68,66263.0,3848488.1
CCS,N,0.0,COLD STORES,2024-10-02,58.5,57.6,58.2,57.6,36,48397.0,2807285.2
CCS,N,0.0,COLD STORES,2024-10-03,58.5,57.5,57.6,57.8,50,43341.0,2511272.4
CCS,N,0.0,COLD STORES,2024-10-04,58.2,57.1,58.1,57.1,68,45753.0,2646129.5
CCS,N,0.0,COLD STORES,2024-10-07,58.4,57.5,58.0,58.1,45,22616.0,1310782.4
CCS,N,0.0,COLD STORES,2024-10-08,59.0,58.0,58.9,58.0,58,59173.0,3471183.6
CCS,N,0.0,COLD STORES,2024-10-09,62.5,59.3,61.0,59.3,302,661382.0,40507645.1
CCS,N,0.0,COLD STORES,2024-10-10,62.5,60.1,61.0,61.5,147,123343.0,7552128.0
CCS,N,0.0,COLD STORES,2024-10-11,62.5,61.7,62.0,61.9,96,191112.0,11888394.4
CCS,N,0.0,COLD STORES,2024-10-14,62.1,61.0,61.0,62.1,91,150794.0,9294542.4
CCS,N,0.0,COLD STORES,2024-10-15,61.9,60.5,60.7,61.0,64,17680.0,1075446.5
CCS,N,0.0,COLD STORES,2024-10-16,62.1,60.7,61.9,61.1,98,162649.0,10057157.7
CCS,N,0.0,COLD STORES,2024-10-18,62.2,61.1,61.7,61.1,56,25175.0,1556987.4
CCS,N,0.0,COLD STORES,2024-10-21,61.8,61.3,61.5,61.6,68,75342.0,4634880.8
CCS,N,0.0,COLD STORES,2024-10-22,62.0,61.0,61.0,61.3,72,88727.0,5417906.2
CCS,N,0.0,COLD STORES,2024-10-23,61.9,60.5,61.3,61.9,77,48012.0,2931586.9
CCS,N,0.0,COLD STORES,2024-10-24,63.0,61.2,62.0,61.9,185,480284.0,29756456.7
CCS,N,0.0,COLD STORES,2024-10-25,63.0,62.0,62.1,63.0,187,369615.0,23106395.7
CCS,N,0.0,COLD STORES,2024-10-28,63.5,62.1,62.8,63.0,95,203293.0,12796601.3
CCS,N,0.0,COLD STORES,2024-10-29,63.9,63.0,63.0,63.2,118,126706.0,8026187.4
CCS,N,0.0,COLD STORES,2024-10-30,64.0,63.0,63.5,63.5,102,291731.0,18553645.4
CCS,N,0.0,COLD STORES,2024-11-01,64.6,63.1,64.5,64.0,116,90408.0,5767428.2
CCS,N,0.0,COLD STORES,2024-11-04,64.7,63.9,64.0,64.7,148,440196.0,28183820.8
CCS,N,0.0,COLD STORES,2024-11-05,64.5,63.9,63.9,64.3,87,50889.0,3257686.2
CCS,N,0.0,COLD STORES,2024-11-06,64.5,63.5,63.8,64.0,119,153709.0,9808362.3
CCS,N,0.0,COLD STORES,2024-11-07,64.4,63.4,63.6,64.0,71,143775.0,9183144.8
CCS,N,0.0,COLD STORES,2024-11-08,64.5,63.5,64.2,63.6,130,432974.0,27741998.3
CCS,N,0.0,COLD STORES,2024-11-11,64.2,63.2,64.0,64.1,63,889826.0,56944978.6
CCS,N,0.0,COLD STORES,2024-11-12,64.2,63.0,64.0,63.5,70,1035875.0,66262838.7
CCS,N,0.0,COLD STORES,2024-11-13,64.2,63.5,64.0,63.9,84,586172.0,37482001.5
CCS,N,0.0,COLD STORES,2024-11-14,64.1,63.5,63.7,64.1,57,164673.0,10510099.6
CCS,N,0.0,COLD STORES,2024-11-18,64.8,64.0,64.3,64.0,94,215359.0,13861500.8
CCS,N,0.0,COLD STORES,2024-11-19,65.0,64.2,64.9,64.5,91,101480.0,6555694.5
CCS,N,0.0,COLD STORES,2024-11-20,66.5,64.4,65.9,64.9,243,1352769.0,88168732.2
CCS,N,0.0,COLD STORES,2024-11-21,66.4,65.0,65.0,66.0,91,164660.0,10733402.3
CCS,N,0.0,COLD STORES,2024-11-22,65.9,65.0,65.6,65.9,37,28893.0,1893769.1
CCS,N,0.0,COLD STORES,2024-11-25,65.7,65.0,65.4,65.4,131,1296769.0,84859153.0
CCS,N,0.0,COLD STORES,2024-11-26,65.5,65.2,65.4,65.4,55,92017.0,6024940.9
CCS,N,0.0,COLD STORES,2024-11-27,65.4,64.2,64.7,65.3,124,215605.0,14008591.5
CCS,N,0.0,COLD STORES,2024-11-28,65.3,64.8,65.0,65.3,59,132461.0,8609538.2
CCS,N,0.0,COLD STORES,2024-11-29,65.0,64.7,64.8,65.0,61,47562.0,3088680.5
CCS,N,0.0,COLD STORES,2024-12-02,65.2,64.7,64.9,64.7,34,20450.0,1328934.7
CCS,N,0.0,COLD STORES,2024-12-03,64.9,64.1,64.7,64.9,89,48226.0,3114245.3
CCS,N,0.0,COLD STORES,2024-12-04,66.5,64.5,66.0,64.5,112,868193.0,56582909.4
CCS,N,0.0,COLD STORES,2024-12-05,67.4,65.8,67.1,65.8,126,172559.0,11493154.5
CCS,N,0.0,COLD STORES,2024-12-06,67.4,66.7,66.9,67.4,61,161602.0,10797551.3
CCS,N,0.0,COLD STORES,2024-12-09,67.0,66.7,66.9,66.8,67,49102.0,3287506.4
CCS,N,0.0,COLD STORES,2024-12-10,66.9,65.7,66.0,66.9,92,106921.0,7090543.7
CCS,N,0.0,COLD STORES,2024-12-11,66.9,65.6,66.4,65.6,84,140538.0,9276933.8
CCS,N,0.0,COLD STORES,2024-12-12,67.5,65.9,67.0,65.9,141,177383.0,11852022.9
CCS,N,0.0,COLD STORES,2024-12-13,69.0,66.5,68.2,67.1,192,460075.0,31230806.9
CCS,N,0.0,COLD STORES,2024-12-16,71.5,68.4,71.0,68.4,262,463433.0,32455418.5
CCS,N,0.0,COLD STORES,2024-12-17,72.4,68.5,71.1,71.5,187,580660.0,41473139.7
CCS,N,0.0,COLD STORES,2024-12-18,71.6,70.0,71.3,71.3,128,97353.0,6907379.9
CCS,N,0.0,COLD STORES,2024-12-19,77.5,71.7,76.8,71.7,329,1039212.0,77098803.9
CCS,N,0.0,COLD STORES,2024-12-20,86.0,77.0,84.0,77.0,704,2599022.0,215159299.0
CCS,N,0.0,COLD STORES,2024-12-23,84.4,81.6,82.3,83.1,278,412226.0,34211192.7
CCS,N,0.0,COLD STORES,2024-12-24,83.5,81.0,82.1,82.0,181,506737.0,41857177.6
CCS,N,0.0,COLD STORES,2024-12-26,82.9,81.1,81.4,82.5,185,1027450.0,84170977.1
CCS,N,0.0,COLD STORES,2024-12-27,81.4,80.3,80.9,81.1,226,169539.0,13670946.2
CCS,N,0.0,COLD STORES,2024-12-30,84.5,81.0,83.1,81.0,250,1321375.0,108853009.4
CCS,N,0.0,COLD STORES,2024-12-31,84.0,82.9,83.6,83.4,96,168337.0,13998480.0
CCS,N,0.0,COLD STORES,2025-01-02,85.4,83.0,84.6,84.6,256,291646.0,24622206.4
CCS,N,0.0,COLD STORES,2025-01-03,84.6,82.0,82.5,82.5,246,432909.0,36095469.4
